values
47444.49133
37281.4424
59211.62938
69864.6823
441513.1505
469418.0195
1350653.643
293964.5976
150986.2869
91336.94803
4066.798127
5446.84183
133544.3438
1551507.473
65370.669
99771.60648
20374.58239
45803.06937
86765.78698
74007.81294
1460515.762
103804.4441
46113.83511
58268.64674
655.9496534
14732.51772
434643.96
57728.71776
7869.102798
20059.29517
1221.760663
1824.319777
10004.05308
42319.2979
789199.0692
100040.0645
1748878.184
24975.95124
27465.84529
85150.00673
818219.3622
802963.6608
171838.7701
112275.3353
14351.35364
19642.97833
495710.1793
1027989.29
576014.8823
30558.32693
57889.90451
5446.495327
9488.291461
49688.7801
34377.03726
638277.9576
215549.7186
30662.3487
19538.91699
150115.5334
4213.630997
625267.2093
227210.6274
7321.53985
13611.31004
62802.64623
10291.79799
206773.7771
442178.2795
853540.4971
47125.5577
83559.895
112702.9044
94941.84002
18336.02219
138275.5719
1588632.157
121677.1409
143287.8845
36322.86502
98185.16725
19815.97964
60359.51519
2169682.769
47281.24449
67007.59524
37318.07862
108482.4508
63963.13735
1826186.001
187234.8488
169200.9718
20572.86089
19264.19869
54746.57126
1081458.043
1135534.733
344230.2039
25979.25817
18871.9439
51103.61655
64002.48204
352324.5164
352851.8852
512465.8596
304948.3046
2193084.239
138094.083
43085.00659
121693.927
1474592.152
2260725.903
1493344.792
104567.0182
1021266.818
708564.4426
1270366.49
1222531.012
5486982.892
166003.5311
2279046.739
926840.8262
1955403.918
1034118.147
5483696.76
16736809.43
4851287.228
3733086.614
434636.5393
203462.362
367506.2642
2662816.213
9619049.872
1641985.147
8811091.297
756479.5502
1525949.745
1928459.936
2598594.376
16266538.51
7233349.221
793363.1231
250979.1962
1472851.102
3382244.935
1219645.692
5161936.455
4849826.538
3522030.855
1689050.147
1026273.009
7979743.992
4106214.283
21616927.03
205344.1813
422682.0066
233941.0066
248121.6185
1260584.12
2218683.887
2803279.406
2199471.325
1101356.591
2931625.62
5955769.282
3436255.753
6994953.831
40559151.75
5453656.348
195683.9506
4023398.551
288917.6773
6758370.428
3173350.231
23261893.38
10449000.14
11091340.66
14713738.58
34060300.18
2282587.296
5256012.395
16413173.68
2053097.738
3896602.085
2406881.108
1407819.437
8787893.344
6958780.184
29151142.95
2365732.47
11613644.32
1396593.729
3202664.992
4186643.672
37417185.63
7162695.085
194794.6808
1528040.393
5590193.325
949008.8039
354636.4984
931458.0854
4344023.89
3239794.314
3858957.445
1743374.41
3059617.109
470500.9408
3771143.538
2074269.306
915793.83
412080.5508
1923239.398
174073.3204
322447.7422
3091741.502
2475601.783
1737879.109
5055348.234
3808567.701
3221254.535
7581247.015
4591968.617
13280953.99
1320485.911
109590.9797
445193.5556
148868.5323
932301.8459
2806236.693
1876095.136
2554216.311
2667919.672
420922.1573
460300.0842
959679.7459
6069909.337
11737583.22
249509.07
402217.5103
423636.3191
1355226.878
581759.3238
1927243.601
3780853.693
899376.0256
583273.5737
707385.1193
102892.5112
247404.4164
2942175.143
1850344.466
530184.3978
172142.7923
318520.4064
37015.32828
698811.2453
1801234.895
1448474.682
1029331.038
3303587.956
5999674.895
2967476.801
5663091.869
22182803.05
7298050.024
611613.3256
349580.4109
3038111.598
824932.5194
1729137.462
9812816.517
7683852.956
1551108.132
3993866.176
1250563.703
615395.6485
1464902.503
6615252.641
6730965.384
229502.9459
246235.0687
103624.3524
271230.1951
2756093.8
5175245.488
15525002.99
488137.8273
175094.1486
184910.1222
967639.3507
650840.4766
4028561.811
5060574.84
73433.94936
60480.75703
148787.5336
311134.8664
1773015.629
6837756.443
14519566.06
292755.4591
64098573.86
6779994.222
1937194.836
4827225.634
70274299.11
67193879.68
2140412.997
1512360.058
7364756.131
2215619.875
1356543.197
8480209.444
7204475.001
544410.3465
5718621.057
1837945.858
4233550.932
41573679.05
72281821.28
123778752.6
3835834.134
3241697.472
3655098.714
0
0
14427668.28
2430142.692
72691239.83
0
0
105528916.3
4990688.429
2189411.929
8939730.189
8483928.032
0
0
3496265.748
15194264.73
28166011.53
5616697.039
7296717.359
3693574.241
25130563.21
9136948.745
6245207.097
0
0
31230434.76
6878226.769
8721805.008
9915088.186
10856561.75
26106478.01
15653972.15
24499744.15
23669429.92
31673179.77
5761280.244
10041602.02
19175836.31
187691363.9
81195508.61
8591227.904
23575017.49
5498718.383
4049812.374
3122477.366
33931510.87
23300002.09
1874754.457
551018.6545
1966427.751
3916953.686
439433.7363
13307616.89
27284210.06
3649419.939
5667888.81
1391977.326
940792.7661
7686368.584
30056615.09
61010473.48
1463342.427
12357986.69
1053982.975
382031.2815
486077.6585
18099456.49
5085120.738
1382619.701
521355.7554
1301526.509
686666.2217
312604.7291
8084740.05
2264963.684
352071.5108
3628341.873
9865296.542
370451.1942
2772276.116
5434724.625
1696277.542
1415827.515
2447525.533
2024088.881
1167979.106
8852270.558
9374914.37
14417820.72
1487867.117
14126695.13
1521874.876
4442772.115
353269.6851
11775169.19
24412817.75
4544967.353
384649.7248
1093964.338
4460238.162
367609.6699
11424374.72
10795159.95
3302054.568
2200980.949
1057818.708
1152576.745
1464961.779
2730289.804
2821223.599
1125445.427
3402274.922
1229058.542
137045.0611
2667171.399
6609444.136
17196674.44
1859484.659
5826474.44
774918.9755
464157.8693
4865115.311
4193985.792
6312047.668
289933.2018
13915318.28
169145.9717
63996.51824
70820.73407
7467710.085
16424658.7
20023527.06
7486150.303
4602605.887
980780.6147
32100591.78
83787555.12
35838000.94
11906279.52
12131489.6
2256114.985
457321.9007
623437.5556
9376953.907
11507345.02
9238602.255
1241896.302
446598.1367
12304950.57
955758.6208
5029226.768
5900543.97
10450238.88
2922423.588
648011.4255
208233.0662
1911463.097
10144653.68
2110386.267
155027.3952
709515.7088
55529.84372
103141.9733
1452705.906
0
1615553.59
31660445.77
34685.82019
55116.17892
96263.36834
0
451220.8056
0
18012.05309
406524.8223
23269680.85
644443.189
322093.9601
169245.4641
322896.1808
9547773.616
48432748.74
33443696.67
5526445.775
14023095.62
14844301.31
35538674.62
50043136.27
148787495.3
67261167.31
573899.0234
7441487.185
1479875.46
25938759.5
18492666.39
7675106.698
59330118.96
271438.7496
1241774.986
192291.9561
156768.4049
3258326.561
2357421.63
40472118.39
10732757.75
9719194.826
444689.7011
203488.9154
14322987.98
5340356.859
36170724.45
6055927.442
13720435
1074303.076
36299790.37
720443.5803
2500012.808
47752211.81
25857578.17
12959571.3
4741839.484
36673019.07
0
0
0
1816630.453
21339106.27
57024824.7
1449716.183
9277671.681
9313906.044
10838246.09
119620884.5
0
0
0
28401587.23
4605039.513
541997.0534
16939320.87
13267163.51
2308453.168
7632720.805
23173407.72
9329279.143
287201.3373
219163.8712
196390.2828
1088572.593
74648.86367
2909353.498
65379510.84
9130641.891
724894.1704
2327405.157
1399081.22
21488661.58
15095416.1
42450152.87
61526.61365
685414.9463
72949.61619
58123.90877
6416982.806
116545954.9
99588831.19
51248339.66
9657956.354
277675.459
711801.8953
418545.3983
0
0
1219755.041
2053720.802
905350.5839
0
0
0
283891.6089
988565.7173
3019.875026
569678.2265
11402206.39
69367095.04
393700.5846
0
196000.2171
4578632.382
608909.8118
21200
32872816.16
6337419.321
220859.3263
0
0
779280.401
3227.370399
543.6197095
20509863.09
4989715.609
2855907.459
249041.7658
'3035076.943240552070836884'
'3234.394539349530016532'
'88256.221266089343689936'
'43356.23248981639424602'
'9279614.604681235517840796'
'3829285.546309036502554664'
'543348.812323124419394508'
0
0
'25080.919318257483147448'
'703902.191889841687681336'
'303165.295434014698154476'
'377803.96019596377279928'
'47916251.07124658095484156'
'37053133.035946806481764948'
'18324277.93164108936641602'
'3520682.639255297092099532'
'857350.483334034219204116'
'89560.900598154138587464'
'2537591.792439151678126364'
'16173377.709981578109935596'
'152139699.65206752756757952'
'286749.918521635845781284'
'56027.259353433308719192'
'2657465.985459763387731008'
'129052.529378512508741332'
'3485078.177549353380684924'
'7805575.631260809261604948'
'80933244.62927337919254366'
'18421137.68181524032744206'
'1214925.556455916759522976'
'5278.46888556'
'161483.152014012233958328'
'4417981.774472227383185252'
'1245233.380576847367420552'
'66385854.29042924778402676'
'1951959.782221190628439668'
'379632.526377603080493776'
'18701140.770741058869997732'
'42609.861061365009984748'
'3454943.677571431593425844'
'2935989.622724020134091668'
'42292.890124723870946548'
'314473.694315980245446104'
'46007.792558687988931296'
'2354627.3194858937395251'
'1240984.139203783724681708'
'81123736.455240503272764852'
'54030.072202799928562792'
'2408.699540157219283008'
'9666319.081427745596094772'
'3322988.18435560203458968'
'49402417.240209015910591876'
'16944.255343141243524176'
'428'
'41696605.716280230279473944'
'1427364.958289058763040452'
'1035865.665822906532795716'
'2154135.219980248419102216'
'13167420.899690667299083752'
'144.2571541223637327'
'30723.129450359114168292'
'5431441.184924034181103264'
'492532.581088624459394252'
'5412029.809268000402005576'
'4680762.613702820724303816'
'19399271.501559301705835712'
'2587388.196286950944710524'
'4708.7217513889523971'
'683706.141504110385392516'
'19394572.050032807707640808'
'3597837.097084846488608456'
'2918596.11091550866399556'
'939164.327627311417806544'
'3345.735919824545664076'
'201.196012082353988'
'520702.910942170240416496'
'15369593.01572662445751598'
'47233917.187537218687944256'
'9632888.731878720268041792'
'139.251257756514735772'
'3942.666965801065258588'
'1704272.462562869006829292'
'1735566.4751890109992911'
'146.35986403899'
'8397660.216781717698979884'
'2090103.172096759495702248'
'9061841.003489946142165424'
'2000000'
'1048302.60887014015795118'
'32379019.856727800385681776'
'938453.94093194188248316'
'2052251.69201100656277656'
'7573778.628468201947394652'
'2404155.79179867217303516'
'4145212.15921925453824774'
'7051150.787544738318089496'
'18964902.499278816270840852'
'2688.477549019025431896'
'2276323.766164621177795696'
'755666.626170831464499604'
'25003.03824971373273452'
'844549.43938562445274056'
'7485909.065353843522540764'
'4732454.94141502522975158'
'4128628.214692462710364968'
'99.891814264683804048'
'9028.793146170459346124'
'3883.129535683574792916'
'62612617.392410528257765116'
'1816154.295592921332010668'
'339022.155907660360187576'
'24000'
'764754.102313170491512588'
'352.46321745000000056'
'1491260.312764385344720024'
'1143181.953336307583915088'
'139566.38462117658906924'
'8578341.047777289320951792'
'22919.183968046705262088'
'16618.764882120181602816'
'1252213.569716005469288108'
'3184074.026398180936897144'
'7257.587708447640883056'
'2420749.500546359231939648'
'97007.718972053389796496'
'210434.740917361319184524'
'18768326.613946109412494584'
'3324083.685700409007038652'
'361631.395591985880464312'
'130.21758282016'
'3009.175931936654540372'
'13582777.19177900406241172'
'9517.372008285147151236'
'6273123.751511204120209508'
'4730376.477195684830860244'
'47489196.376541798509005416'
'3498454.92185450860498108'
'641328.665128354368477028'
'1644335.388088906010138092'
'13272818.070106700307207144'
'23303147.66255402930712932'
'6514297.098184080981249108'
'1317824.832891494047829048'
'12431385.366588975323087544'
'13300279.780874692016940472'
'69783551.864888519976687292'
'7742112.952649646764810724'
'53933822.786445551052329064'
'2881678.512539089900007352'
'549642.348264656646509276'
'18682572.597825583715938476'
'1280321.120403833397360516'
'1922284.512330970567284572'
'4498524.103584359642195324'
'41051.157452394223791092'
'1936.473062114436'
'19233.9666312915620704'
'462925.036102873028173692'
'48254219.542232709129720092'
'3257115.227222273886464128'
'1320162.584487907866873764'
'98305.880375712794394056'
'3557177.804939092014119804'
'36281905.05695929812069588'
'54693760.793718401349614308'
'4784711.562709930382810816'
'89343.405130657183052296'
'68145.997263836834071752'
'363624.961524888830891192'
'44928.025161865508728292'
'5371874.54425921996986244'
'8848925.216293560137342696'
'225356.299941574902820688'
'566251.07156503630918806'
'18652.583292929529004836'
'10234.180672267839361884'
'217976.331090922507178528'
'238298.241501378651573496'
'706616.16635858904101636'
'352363.25946796474098838'
'346651.834581135926025824'
'5360.839717004357514868'
'2172.984975337603853776'
'9518.512961933544599772'
'779676.957060398452232948'
'354.7577981977358517'
'14603851.140583837465415816'
'3598680.083610248323737732'
'29295626.751173525307671348'
'2686.957372224519997312'
'4052997.563620612445394056'
'1006.473894212571333204'
'10994'
'264329.45165122551469858'
'196479.859180917723121844'
'27639.489239905892472216'
'5947.783945769686240372'
'2688054.290263919380712756'
'5968209.37837204091544856'
'14337.642570460558222796'
'192387.131005622107736092'
'1620.122376500328793064'
'29690300.18300600026506634'
'5343560.01459271424265506'
'23023819.129920797347666532'
'120.862280958431447492'
'58048.398992735700902072'
'1461.918824500036400812'
'341099.937512282242968224'
'44773.913667760204439804'
'10918.641613218908499448'
'107428.026489402497080304'
'254911.68756363802065286'
'3994.999841753090597868'
'10023.928455325846615408'
'1667.562336169006995412'
'380.374872510466931104'
'599219.40976207156672558'
