Timestamp,TVL
1639958400,22709776.02
1640044800,23145279.74
1640131200,24356961.67
1640217600,25011026.47
1640304000,26567455.86
1640390400,25606393.49
1640476800,26447390.65
1640563200,30563493.53
1640649600,30405953.02
1640736000,32702676.01
1640822400,28899546.46
1640908800,28387495.91
1640995200,25220912.7
1641081600,27653537.77
1641168000,26302992.57
1641254400,27458710.91
1641340800,28703794.49
1641427200,25436717.81
1641513600,23752424.07
1641600000,21727632.5
1641686400,20677705.29
1641772800,20593297.07
1641859200,19155224.58
1641945600,20467327.17
1642032000,21408059.29
1642118400,20725760.73
1642204800,21123581.29
1642291200,21327867.37
1642377600,21000594.78
1642464000,20116978.38
1642550400,19988252.37
1642636800,19791954.98
1642723200,18410108.67
1642809600,15432832.35
1642896000,14297770.8
1642982400,14582307.54
1643068800,13044841.89
1643155200,13443639.89
1643241600,14463454.49
1643328000,13898679.18
1643414400,14546256.69
1643500800,15955852.33
1643587200,14545699.1
1643673600,14537074.4
1643760000,15615313.6
1643846400,14379092.63
1643932800,14620483.54
1644019200,15385070.63
1644105600,16448259.72
1644192000,16758434.9
1644278400,17529260.6
1644364800,17041874.1
1644451200,18157899.17
1644537600,16611759.52
1644624000,15423825.64
1644710400,14479970.34
1644796800,14086160.26
1644883200,14088922.55
1644969600,15552148.25
1645056000,15437328.28
1645142400,13758155.31
1645228800,13130686.92
1645315200,13297453.77
1645401600,12193008.34
1645488000,11184767.05
1645574400,11716833.88
1645660800,11294900.37
1645747200,10848185.5
1645833600,11440742.23
1645920000,11334112.44
1646006400,10664735.96
1646092800,12272556.05
1646179200,12029339.52
1646265600,12352629.98
1646352000,11193354.35
1646438400,10167147.3
1646524800,10896978.35
1646611200,10089628.05
1646697600,10173563.84
1646784000,10688089.42
1646870400,11391263.68
1646956800,10737565.15
1647043200,10605479.03
1647129600,10398362.86
1647216000,10241690.12
1647302400,10830307.21
1647388800,10778122.67
1647475200,12293030.61
1647561600,11713338.84
1647648000,11978770.88
1647734400,12620849.75
1647820800,12056409.18
1647907200,12156798.15
1647993600,12851773.68
1648080000,14399072.72
1648166400,14279653.12
1648252800,13621447.64
1648339200,14434853.28
1648425600,15194085.53
1648512000,15046980.95
1648598400,14966010.77
1648684800,15354438.91
1648771200,16181034.74
1648857600,17066683.53
1648944000,16665954.04
1649030400,16657392.06
1649116800,16085867.34
1649203200,14860442.02
1649289600,13396804.57
1649376000,14064093.12
1649462400,13188649.12
1649548800,13689766.86
1649635200,13473803.61
1649721600,11994028.39
1649808000,12482178.76
1649894400,13013850.12
1649980800,12561613.95
1650067200,13039497.93
1650153600,12932889.75
1650240000,12436759.4
1650326400,12906846.41
1650412800,17149663.85
1650499200,17918796.81
1650585600,15504655.09
1650672000,14855392.56
1650758400,14648939.01
1650844800,12907963.2
1650931200,13039497.46
1651017600,12299379.09
1651104000,12880231.57
1651190400,13006433.46
1651276800,12359302.94
1651363200,10248142.23
1651449600,10651113.65
1651536000,10162080.25
1651622400,10481108.15
1651708800,11482998.39
1651795200,9993120.608
1651881600,9868948.543
1651968000,9282606.957
1652054400,9335605.636
1652140800,7552104.243
1652227200,8005129.287
1652313600,5117172.734
1652400000,4367083.168
1652486400,4977077.142
1652572800,5401626.507
1652659200,5689578.945
1652745600,5304655.986
1652832000,5673848.588
1652918400,5221405.859
1653004800,5631271.384
1653091200,5363881.296
1653177600,5775819.446
1653264000,6254301.894
1653350400,5750620.859
1653436800,6255988.227
1653523200,6134709.233
1653609600,5373237.831
1653696000,5386141.425
1653782400,5651923.402
1653868800,6174694.874
1653955200,6891377.663
1654041600,6909368.986
1654128000,5971041.108
1654214400,6120357.789
1654300800,5792585.749
1654387200,5878501.754
1654473600,5872838.768
1654560000,5877367.126
1654646400,7224262.426
1654732800,7161801.628
1654819200,7377059.542
1654905600,7137159.758
1654992000,6289614.509
1655078400,5736936.453
1655164800,5238471.464
1655251200,5525279.511
1655337600,6144702.411
1655424000,5358906.65
1655510400,5461950.404
1655596800,5044640.562
