Timestamp,TVL
1565395200,28436780.96
1565481600,30704582.55
1565568000,28060295.63
1565654400,29253330.82
1565740800,29010187.36
1565827200,34879502.12
1565913600,31931943.53
1566000000,28687853.53
1566086400,30581000.42
1566172800,28774223.29
1566259200,32211517.73
1566345600,32092862.58
1566432000,34191388.22
1566518400,35684997.29
1566604800,34766095.83
1566691200,34754631.91
1566777600,34451495.69
1566864000,35555639.66
1566950400,35320223.2
1567036800,43398743.52
1567123200,42914774.6
1567209600,46110474.12
1567296000,44181999.55
1567382400,39630592.36
1567468800,41703177.18
1567555200,44073902.67
1567641600,54048849.57
1567728000,51679583.53
1567814400,46841457.3
1567900800,44881281.8
1567987200,47163725.1
1568073600,45871282.18
1568160000,49492609.22
1568246400,48791335.44
1568332800,50480673.97
1568419200,54633882.63
1568505600,49338299.27
1568592000,48732087.44
1568678400,52785909.11
1568764800,57534140.15
1568851200,55178123.96
1568937600,58994902.05
1569024000,57034753.85
1569110400,55286533.85
1569196800,55055206.45
1569283200,55768227.13
1569369600,53280027.49
1569456000,50984620.41
1569542400,50824751.27
1569628800,59978873.96
1569715200,59738192.31
1569801600,59506789.83
1569888000,56622187.44
1569974400,57109979.97
1570060800,57173994.12
1570147200,61134668.35
1570233600,60918230.34
1570320000,61358666.53
1570406400,57248803.33
1570492800,58613127.62
1570579200,59727877.15
1570665600,57919336.86
1570752000,61731842.67
1570838400,63647032.1
1570924800,63206980.73
1571011200,61424805.91
1571097600,65727676.7
1571184000,65223864.94
1571270400,60818177.8
1571356800,69060881.42
1571443200,74435786.74
1571529600,73423230
1571616000,73458383.56
1571702400,72890775.92
1571788800,85611998.78
1571875200,92907083.73
1571961600,83334369.66
1572048000,85053524.77
1572134400,108241628.3
1572220800,98331228.36
1572307200,104838380.7
1572393600,101423324.4
1572480000,96944174.37
1572566400,95646640.94
1572652800,98643703.56
1572739200,98321753.61
1572825600,97675493.58
1572912000,97851294.93
1572998400,97173906.43
1573084800,101448945
1573171200,107841782.9
1573257600,106422131.4
1573344000,107265328.8
1573430400,106784787.9
1573516800,100895442.7
1573603200,105932952.1
1573689600,108659410.3
1573776000,109633679
1573862400,111506620.6
1573948800,103267907.2
1574035200,122642713.7
1574121600,130320882.2
1574208000,133498005.1
1574294400,148232429.8
1574380800,144843664.3
1574467200,145377714.2
1574553600,146481807.9
1574640000,149569443.2
1574726400,166806162.9
1574812800,178086498.5
1574899200,184027937.6
1574985600,211936042.7
1575072000,196316060.4
1575158400,177509722.5
1575244800,175831536.1
1575331200,161397815.1
1575417600,184307317.7
1575504000,183637105.7
1575590400,184352814.7
1575676800,178631771.3
1575763200,174175290.6
1575849600,166226172.5
1575936000,182001848.2
1576022400,180574682.6
1576108800,170511139.2
1576195200,170422398.3
1576281600,181436101
1576368000,175697038.9
1576454400,181810085
1576540800,185351617.9
1576627200,181152064.2
1576713600,170898057.9
1576800000,182347949.8
1576886400,181104856.1
1576972800,182102779.4
1577059200,182739408.3
1577145600,186793430.7
1577232000,186520003.1
1577318400,189095582.8
1577404800,183441570.1
1577491200,181525182.1
1577577600,178346637.9
1577664000,179990042.2
1577750400,181865926.5
1577836800,178438052.7
1577923200,176599004.8
1578009600,173458094.8
1578096000,171213995.4
1578182400,170245900.3
1578268800,166249426.5
1578355200,158251840.2
1578441600,135204601.2
1578528000,142522985.2
1578614400,134064162.4
1578700800,128471169.5
1578787200,117487927.7
1578873600,115578028.3
1578960000,135454854.3
1579046400,142907223.1
1579132800,158243692.1
1579219200,143748022.3
1579305600,151379414.7
1579392000,146584609.1
1579478400,145310913.6
1579564800,142696713.6
1579651200,147345249.5
1579737600,151118698.3
1579824000,150990171.5
1579910400,143912368.8
1579996800,138737280.9
1580083200,143435869.7
1580169600,147783462.5
1580256000,162486221.3
1580342400,160069262
1580428800,158623011.4
1580515200,161583074
1580601600,167027220.4
1580688000,168544030.1
1580774400,163120350.2
1580860800,162566880.3
1580947200,160780382.7
1581033600,157342267.5
1581120000,157859172.6
1581206400,147899903.4
1581292800,140320839.6
1581379200,126172700
1581465600,146771113.5
1581552000,130889718.1
1581638400,135213010.3
1581724800,142540130.4
1581811200,146141491
1581897600,136847498
1581984000,137163062.7
1582070400,137507804.9
1582156800,143083622.8
1582243200,130503227.9
1582329600,138420975.2
1582502400,140155933.3
1582588800,143689188.9
1582675200,134290208.7
1582761600,121043435.9
1582848000,120155631.7
1582934400,123008768.7
1583020800,127687701.7
1583107200,126262724
1583193600,120119377.4
1583280000,122538887.1
1583366400,124173247.7
1583452800,115189881.1
1583539200,107398014.6
1583625600,105978302.4
1583712000,101681606.3
1583798400,88397202.6
1583884800,106238090.6
1583971200,133372077.5
1584057600,72794715.51
1584144000,70587191.64
1584230400,85207665.11
1584316800,71866794.64
1584403200,49227523.5
1584489600,71422036.45
1584576000,71666230.39
1584662400,69858169.5
1584748800,77670056.62
1584835200,69264267.02
1584921600,73344025.77
1585008000,67656065.57
1585094400,73444826.81
1585180800,83924831.34
1585267200,76820421.52
1585353600,81413403.92
1585440000,81347037.01
1585526400,77822443.99
1585612800,77151470.95
1585699200,88399031.04
1585785600,92160654.37
1585872000,90632516.42
1585958400,100011681
1586044800,98065120.31
1586131200,96636523.57
1586217600,98806298.55
1586304000,116996318.8
1586390400,120911994.1
1586476800,117141376.6
1586563200,99375345.5
1586649600,103663589.3
1586736000,100633901.3
1586822400,104065869.4
1586908800,103359464.1
1586995200,102931829.6
1587081600,104026462.1
1587168000,109779964.7
1587254400,109182492.1
1587340800,119052005.8
1587427200,112437565.1
1587513600,113813418.6
1587600000,116578897.3
1587686400,116854839.7
1587772800,112464813.6
1587859200,102395472.5
1587945600,95326822.18
1588032000,108780969.2
1588118400,117433012.9
1588204800,121484570.3
1588291200,119230443.5
1588377600,122171513.8
1588464000,119558378.4
1588550400,130652533.3
1588636800,120034644.2
1588723200,114674982.8
1588809600,137969856.4
1588896000,128703944.2
1588982400,130693649.3
1589068800,133218942.5
1589155200,133040216.6
1589241600,124311500.5
1589328000,122225506.2
1589414400,135162054.3
1589500800,129652070.7
1589587200,128613520.4
1589673600,127787924.5
1589760000,132427483.2
1589846400,126907050.7
1589932800,134955877.6
1590019200,132975239.2
1590105600,128238196.4
1590192000,122885139
1590278400,128442459.5
1590364800,128020339.9
1590451200,129185117.5
1590537600,132341434.6
1590624000,133885032.3
1590710400,127808064.6
1590796800,123419958.9
1590883200,122352932.4
1590969600,130655081.9
1591056000,133741560.3
1591142400,133976932.7
1591228800,133285874
1591315200,129090293.2
1591401600,141918880
1591488000,142753447.5
1591574400,137531016.8
1591660800,141863541.3
1591747200,149919062.5
1591833600,130668583.7
1591920000,154685531.9
1592006400,142219404.4
1592092800,148449389.9
1592265600,148753863.2
1592352000,149973080.9
1592438400,178379776.1
1592524800,172092129.6
1592611200,158097764.8
1592697600,185938749.1
1592784000,188776765.7
1592870400,189785144.8
1592956800,213219887.6
1593043200,248016192.7
1593129600,265495524.6
1593216000,280530788.2
1593302400,284585974
1593388800,266412421
1593475200,282700823.8
1593561600,269085138.5
1593648000,291633235.2
1593734400,332581111.8
1593820800,335015063.7
1593907200,324048344.1
1593993600,342708697.2
1594080000,366364296.6
1594166400,354269244.2
1594252800,430300634.8
1594339200,435208738.8
1594425600,444027164.3
1594512000,432925721.4
1594598400,432970760.2
1594684800,438034995.1
1594771200,389152256.8
1594857600,414250613.3
1594944000,417489706.8
1595030400,468299072.5
1595116800,452403323.8
1595203200,472102490
1595289600,518744386.7
1595376000,517840787.5
1595462400,562803569.9
1595548800,560121103.4
1595635200,560503510.7
1595721600,544468255.8
1595808000,504556775.8
1595894400,483156742.2
1595980800,520121453.6
1596067200,520924431
1596153600,530810334.2
1596240000,531174460.1
1596326400,625405321.7
1596412800,517395931.3
1596499200,574356239.7
1596585600,614499472
1596672000,747081754.2
1596758400,721400126.3
1596844800,728427350.1
1596931200,701064981.8
1597017600,693991080.7
1597104000,733052189.9
1597190400,714543951.2
1597276800,786209783.9
1597363200,758059004.3
1597449600,725678506.2
1597536000,894775119.5
1597622400,855361105.4
1597708800,971741393
1597795200,990910383.1
1597881600,968571937.3
1597968000,984236817
1598054400,880443688.9
1598140800,748887145
1598227200,811808775.3
1598313600,822527492.9
1598400000,946511142.1
1598486400,931761276.2
1598572800,979757914.7
1598659200,985835045.3
1598745600,1000292171
1598832000,955078226.3
1598918400,977120375.4
1599004800,1160014257
1599091200,1064363949
1599177600,989375993.5
1599264000,853088472.3
1599350400,813067611.6
1599436800,744665848.5
1601164800,667413262.2
1601251200,690244803.1
1601337600,722648789.5
1601424000,733877688.1
1601510400,699925946.1
1601596800,769469747.3
1601683200,645950311.6
1601769600,696680732.4
1601856000,695622140.5
1601942400,679513913.4
1602028800,627639694.1
1602115200,562601344.8
1602201600,582529977.2
1602288000,609540351.8
1602374400,668454130.1
1602460800,666427243.2
1602547200,651907775.1
1602633600,702351991.1
1602720000,736312238.2
1602806400,677397211.6
1602892800,653851359.2
1602979200,642976583.3
1603065600,637366712
1603152000,635047139.3
1603238400,594253484.1
1603324800,592975017
1603411200,594978371.2
1603497600,641551544.8
1603584000,615149865.4
1603670400,591288165.1
1603756800,604419868.7
1603843200,585636865.1
1603929600,559780778.7
1604016000,589426635.2
1604102400,500982264.1
1604188800,513993380.1
1604275200,466398029.9
1604361600,445694976.1
